userid,education,region,hhsz,age,income,child,race,country,domain,date,product,qty,price
13847250,,3.0,1,11.0,6,0,1,0,amazon.com,20070723,GILGAMESH: A VERSE NARRATIVE CONDITION: NEW,1,7.95
13847250,,3.0,1,11.0,6,0,1,0,amazon.com,20070723,"JEWISH LITERACY: THE MOST IMPORTANT THINGS TO KNOW ABOUT THE JEWISH RELIGION, ITS PEOPLE AND ITS HISTORY CONDITION: NEW",1,23.1
13847250,,3.0,1,11.0,6,0,1,0,amazon.com,20070723,THE PORTABLE CHAUCER: REVISED EDITION (VIKING PORTABLE LIBRARY) CONDITION: NEW,1,11.56
13847250,,3.0,1,11.0,6,0,1,0,amazon.com,20070723,PASO A PASO LEVEL 1 CONDITION: NEW,1,80.2
13847250,,3.0,1,11.0,6,0,1,0,amazon.com,20070723,"PASO A PASO: LEVEL 1, PRACTICE WORKBOOK",1,3.94
13921766,2.0,4.0,3,3.0,4,1,1,1,amazon.com,20070723,THE FRENCH REVOLUTIONARY WARS (ESSENTIAL HISTORIES) CONDITION: NEW,1,11.66
13921766,2.0,4.0,3,3.0,4,1,1,1,amazon.com,20070723,THE SEVEN YEARS' WAR (ESSENTIAL HISTORIES) CONDITION: NEW,1,11.66
13921766,2.0,4.0,3,3.0,4,1,1,1,amazon.com,20070723,PETER THE GREAT CONDITION: NEW,1,7.99
13921766,2.0,4.0,3,3.0,4,1,1,1,amazon.com,20070723,TO THE SCAFFOLD: THE LIFE OF MARIE ANTOINETTE CONDITION: NEW,1,12.21
13921766,2.0,4.0,3,3.0,4,1,1,1,amazon.com,20070723,THE SUN KING,1,9.98
13969192,5.0,1.0,3,11.0,5,1,1,0,barnesandnoble.com,20070723,THE SONGBIRD OF THE SOUTH CD,1,11.99
14120451,,1.0,6,9.0,6,1,1,0,amazon.com,20070723,COBRA KING OF KATHMANDU (CHILDREN OF THE LAMP) CONDITION: NEW,1,11.55
14120451,,1.0,6,9.0,6,1,1,0,amazon.com,20070723,BONE VOLUME 5: ROCK JAW MASTER OF THE EASTERN BORDER CONDITION: NEW,1,9.99
14120451,,1.0,6,9.0,6,1,1,0,amazon.com,20070723,"THE TITAN'S CURSE (PERCY JACKSON AND THE OLYMPIANS, BOOK 3) CONDITION: NEW",1,10.77
14120451,,1.0,6,9.0,6,1,1,0,amazon.com,20070723,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,17.99
14219323,2.0,4.0,2,4.0,2,1,1,0,amazon.com,20070723,WEBSTER'S NEW WORLD ROBERT'S RULES OF ORDER SIMPLIFIED AND APPLIED CONDITION: NEW,1,8.79
14219323,2.0,4.0,2,4.0,2,1,1,0,amazon.com,20070723,BUSINESS COMMUNICATION TODAY,1,5.0
14219323,2.0,4.0,2,4.0,2,1,1,0,amazon.com,20070723,ROBERT'S RULES OF ORDER: NEWLY REVISED (10TH EDITION),1,16.98
14356609,,3.0,6,8.0,5,1,1,0,amazon.com,20070723,THE MIRACLE (SINGING RIVER SERIES #3) CONDITION: NEW,1,10.39
14356609,,3.0,6,8.0,5,1,1,0,amazon.com,20070723,THE DREAM (SINGING RIVER SERIES #2) CONDITION: NEW,1,11.04
14414328,,3.0,2,5.0,4,0,2,0,amazon.com,20070723,NINETEEN MINUTES: A NOVEL CONDITION: NEW,1,14.82
14484052,,1.0,4,9.0,7,1,1,0,amazon.com,20070723,ASPCA COMPLETE DOG CARE MANUAL,1,3.94
14484052,,1.0,4,9.0,7,1,1,0,amazon.com,20070723,THE AMERICAN KENNEL CLUB DOG CARE AND TRAINING (AMERICAN KENNEL CLUB),1,3.0
14517976,,3.0,4,6.0,7,1,1,0,amazon.com,20070723,"CRITICAL CARE NURSING CERTIFICATION: PREPARATION, REVIEW AND PRACTICE EXAMS (CRITICAL CARE)",1,37.48
14560934,,3.0,6,4.0,1,1,1,0,amazon.com,20070723,"LET ME TELL YOU ABOUT MY SAVIOR: YESTERDAY, TODAY & FOREVER/WHEN THE KING WAS CARPENTER",1,3.1
14560934,,3.0,6,4.0,1,1,1,0,amazon.com,20070723,"WORD BIBLICAL COMMENTARY VOL. 31, HOSEA-JONAH  (STUART), 583PP",1,15.95
14560934,,3.0,6,4.0,1,1,1,0,amazon.com,20070723,THE VOCABULARY GUIDE TO BIBLICAL HEBREW CONDITION: USED,1,7.71
14572490,,3.0,3,7.0,7,1,1,1,amazon.com,20070723,THE GREAT PHYSICIAN'S RX FOR DIABETES CONDITION: NEW,1,9.99
14572490,,3.0,3,7.0,7,1,1,1,amazon.com,20070723,THE GREAT PHYSICIAN'S RX FOR 7 WEEKS OF WELLNESS SUCCESS GUIDE CONDITION: NEW,7,62.93
14572490,,3.0,3,7.0,7,1,1,1,amazon.com,20070723,THE GREAT PHYSICIAN'S RX FOR HEALTH AND WELLNESS CONDITION: NEW,7,69.93
14581602,,1.0,1,7.0,6,0,1,0,barnesandnoble.com,20070723,HOW TO WORK LIKE A CAT: WALKING WITH CONFIDENCE THROUGH A DOG-EAT-DOG WORLD HARDCOVER,1,14.95
14627791,1.0,2.0,5,7.0,5,1,1,0,barnesandnoble.com,20070723,MICROSOFT SHAREPOINT 2007 FOR DUMMIES PAPERBACK,1,19.99
14627791,1.0,2.0,5,7.0,5,1,1,0,barnesandnoble.com,20070723,MICROSOFT SHAREPOINT 2003 FOR DUMMIES PAPERBACK,1,24.99
14636968,,2.0,4,5.0,5,1,1,0,amazon.com,20070723,EMBRACING OUR BLESSINGS: FACES OF THE BEATITUDES CONDITION: NEW,1,8.76
14643463,,3.0,3,7.0,2,1,1,0,amazon.com,20070723,THE AFRICAN AMERICAN'S GUIDE TO WORKING FROM HOME AND NEIGHBORHOOD BOOKS SAM KING,1,12.21
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,LEARNING SERIES (DDC): LEARNING MICROSOFT OFFICE PUBLISHER 2003 (DDC LEARNING) CONDITION: NEW,1,41.94
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,WRITE FOR COLLEGE: A STUDENTS HANDBOOK CONDITION: NEW,1,20.11
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,LEARNING: MICROSOFT FRONTPAGE 2003 (DDC LEARNING),1,36.9
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,PRE-CALCULUS ENHANCED WITH GRAPHING UTILITIES,1,71.68
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,CRY ME A RIVER,1,1.49
14721592,,2.0,4,11.0,7,1,1,0,amazon.com,20070723,HUMAN GENETICS : CONCEPTS AND APPLICATIONS,1,59.06
14721651,,3.0,2,10.0,5,0,1,0,amazon.com,20070723,"THE OFFICIAL GUIDE FOR GMAT REVIEW, 11TH EDITION CONDITION: NEW",1,22.17
14721651,,3.0,2,10.0,5,0,1,0,amazon.com,20070723,"CRACKING THE GMAT, 2008 EDITION (GRADUATE TEST PREP) CONDITION: NEW",1,14.28
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS LATE: 15,1,2.47
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS CHATTERBOX,1,2.47
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS WISE (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,3.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS SOMERSAULT (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,3.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS TINY (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,3.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS TROUBLE (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,3.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS SHY (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,3.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,MR. CHRISTMAS (MR. MEN AND LITTLE MISS) CONDITION: NEW,1,5.99
14810993,,1.0,4,4.0,7,1,1,0,amazon.com,20070723,LITTLE MISS FUN,1,2.96
14901119,,4.0,4,2.0,6,1,1,0,amazon.com,20070723,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,17.99
15090549,,1.0,3,6.0,1,1,1,0,barnesandnoble.com,20070723,MEGAYOGA PAPERBACK,1,15.0
15095187,4.0,4.0,3,7.0,4,1,1,0,amazon.com,20070723,THE OTHER SIDE OF THE SKY: A MEMOIR CONDITION: NEW,1,10.36
15110894,,4.0,2,9.0,7,0,1,0,amazon.com,20070723,STRENGTH TRAINING ANATOMY CONDITION: NEW,1,13.57
15253225,,4.0,3,5.0,7,1,1,0,amazon.com,20070723,IF YOU DECEIVE (MACCARRICK BROTHERS TRILOGY #3) CONDITION: NEW,1,6.99
15253225,,4.0,3,5.0,7,1,1,0,amazon.com,20070723,IF YOU DESIRE (MACCARRICK BROTHERS TRILOGY #2) CONDITION: NEW,1,6.99
15328037,,3.0,5,5.0,6,1,1,0,amazon.com,20070723,"HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) BOOKS J. K. ROWLING,MARY GRANDPR",1,17.99
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,"STEDMAN'S MEDICAL DICTIONARY, 28TH EDITION, BOOK/PDA BUNDLE HARDCOVER",1,64.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,PSYCHOSOCIAL CONCEPTUAL PRACTICE MODELS IN OCCUPATIONAL THERAPY: BUILDING ADAPTIVE CAPABILITY PAPERBACK,1,59.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,MEDICAL TERMINOLOGY SIMPLIFIED: A PROGRAMMED LEARNING APPROACH BY BODY SYSTEMS PAPERBACK,1,40.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,QUALITATIVE RESEARCH IN EVIDENCE-BASED PRACTICE IN REHABILITATION PAPERBACK,1,49.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,CRAFTS AND CREATIVE MEDIA IN THERAPY PAPERBACK,1,41.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,PUBLICATION MANUAL OF THE AMERICAN PSYCHOLOGICAL ASSOCIATION HARDCOVER,1,39.95
15436086,4.0,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070723,ATLAS OF HUMAN ANATOMY: WITH STUDENT CONSULT ACCESS PAPERBACK,1,75.95
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,GINGER PYE,1,11.97
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,SISTERHOOD OF THE TRAVELING PANTS,1,16.98
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,RAMONA'S WORLD,1,7.08
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,BRIDGE TO TERABITHIA MOVIE TIE-IN CD,1,11.36
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,JAMES AND THE GIANT PEACH CD,1,7.2
15564376,4.0,3.0,6,6.0,7,1,1,0,amazon.com,20070723,FROM THE MIXED-UP FILES OF MRS. BASIL E. FRANKWEILER CONDITION: NEW,1,10.19
15574000,1.0,3.0,2,4.0,1,0,1,0,amazon.com,20070723,"MARS, BOOK 6",1,3.96
15574000,1.0,3.0,2,4.0,1,0,1,0,amazon.com,20070723,"MARS, VOL. 10",1,4.5
15631714,2.0,1.0,3,7.0,6,1,1,0,amazon.com,20070723,YOUR BEST LIFE NOW: 7 STEPS TO LIVING AT YOUR FULL POTENTIAL,1,6.0
15634562,,3.0,3,5.0,6,1,1,0,amazon.com,20070723,"A RESEARCH PRIMER FOR TECHNICAL COMMUNICATION: METHODS, EXEMPLARS, AND ANALYSES CONDITION: NEW",1,34.5
10783406,,3.0,2,8.0,7,1,1,0,amazon.com,20070724,LEAN MEAN THIRTEEN (STEPHANIE PLUM NOVELS) CONDITION: NEW,1,15.37
10783406,,3.0,2,8.0,7,1,1,0,amazon.com,20070724,SARAH'S DAUGHTER CONDITION: NEW,1,10.17
11941190,,1.0,4,11.0,6,1,1,0,amazon.com,20070724,THE MISSING PIECE MEETS THE BIG O 25TH ANNIVERSARY EDITION CONDITION: NEW,1,11.55
11941190,,1.0,4,11.0,6,1,1,0,amazon.com,20070724,THE COMPLETE BOOK OF AYURVEDIC HOME REMEDIES CONDITION: NEW,1,10.85
11941190,,1.0,4,11.0,6,1,1,0,amazon.com,20070724,PRAKRITI: YOUR AYURVEDIC CONSTITUTION CONDITION: NEW,1,10.2
11941190,,1.0,4,11.0,6,1,1,0,amazon.com,20070724,AYURVEDIC COOKING FOR SELF HEALING (2ND EDITION) CONDITION: NEW,1,22.52
11941190,,1.0,4,11.0,6,1,1,0,amazon.com,20070724,ESSENTIAL RUMI CONDITION: NEW,1,10.17
12511145,,3.0,2,9.0,7,0,1,0,barnesandnoble.com,20070724,WISHFUL THINKING: A THEOLOGICAL ABC PAPERBACK,1,12.55
12542578,4.0,4.0,2,7.0,7,0,1,0,amazon.com,20070724,YOU: ON A DIET: THE OWNER'S MANUAL FOR WAIST MANAGEMENT CONDITION: NEW,2,29.98
12578803,,2.0,4,10.0,6,1,1,0,amazon.com,20070724,"TOMART'S 6TH EDITION DISNEYANA GUIDE TO PIN TRADING BOOKS THOMAS TUMBUSCH,AMBER HENRY",1,29.95
12827573,,3.0,4,6.0,6,1,1,0,amazon.com,20070724,THE YOUNGEST MISS WARD,1,1.97
12827573,,3.0,4,6.0,6,1,1,0,amazon.com,20070724,LATER DAYS AT HIGHBURY,1,1.55
12827573,,3.0,4,6.0,6,1,1,0,amazon.com,20070724,"NONE BUT YOU, (FREDERICK WENTWORTH, CAPTAIN: BOOK 1) CONDITION: NEW",1,14.5
12827573,,3.0,4,6.0,6,1,1,0,amazon.com,20070724,THE LAST MAN IN THE WORLD: A PRIDE & PREJUDICE VARIATION CONDITION: NEW,1,16.95
13002731,,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070724,KOREAN CINDERELLA HARDCOVER,1,14.04
13002731,,2.0,5,7.0,7,1,1,0,barnesandnoble.com,20070724,FIRE STAR HARDCOVER,1,11.51
13036981,,1.0,4,5.0,6,1,1,0,amazon.com,20070724,"OMAHA THE CAT DANCER (1986 KS;3RD PRINT) 7-10,12-13",1,7.95
13036981,,1.0,4,5.0,6,1,1,0,amazon.com,20070724,"OMAHA THE CAT DANCER, VOL. 6 (OMAHA THE CAT DANCER) CONDITION: NEW",1,10.36
13042651,,1.0,2,4.0,7,1,1,0,amazon.com,20070724,THE KNITTERS BOOK OF FINISHING TECHNIQUES CONDITION: NEW,1,16.47
13042651,,1.0,2,4.0,7,1,1,0,amazon.com,20070724,IN THE REALM OF THE NEVER FAIRIES (DISNEY FAIRIES) CONDITION: NEW,1,12.91
13137513,2.0,2.0,6,7.0,7,1,1,1,amazon.com,20070724,"CAST IN COURTLIGHT (THE CAST SERIES, BOOK 2) CONDITION: NEW",1,10.17
13137513,2.0,2.0,6,7.0,7,1,1,1,amazon.com,20070724,LEGACY (THE SHARING KNIFE #2) CONDITION: NEW,1,17.13
13171400,,1.0,5,8.0,7,1,1,0,barnesandnoble.com,20070724,HARRY POTTER AND THE DEATHLY HALLOWS (HARRY POTTER #7) HARDCOVER,1,18.89
13425541,,2.0,4,6.0,5,1,1,0,barnesandnoble.com,20070724,A DRESS FOR DIANA HARDCOVER,1,5.55
13425541,,2.0,4,6.0,5,1,1,0,barnesandnoble.com,20070724,DIANA: PRINCESS OF WALES HARDCOVER,1,14.98
13473084,,4.0,2,9.0,5,0,1,0,amazon.com,20070724,"BILLY, ALFRED, AND GENERAL MOTORS: THE STORY OF TWO UNIQUE MEN, A LEGENDARY COMPANY, AND A REMARKABLE TIME IN AMERICAN HISTORY CONDITION: NEW",1,21.24
13473084,,4.0,2,9.0,5,0,1,0,amazon.com,20070724,SIX MEN WHO BUILT THE MODERN AUTO INDUSTRY CONDITION: NEW,1,21.24
13735912,,4.0,3,11.0,5,0,1,0,amazon.com,20070724,ESSENTIAL SPIRITUALITY,1,0.63
13735912,,4.0,3,11.0,5,0,1,0,amazon.com,20070724,ESSENTIAL SPIRITUALITY,1,0.99
13748470,4.0,2.0,6,6.0,1,1,1,0,amazon.com,20070724,CAPTAIN'S FURY: BOOK FOUR OF THE CODEX ALERA CONDITION: NEW,1,16.47
13748470,4.0,2.0,6,6.0,1,1,1,0,amazon.com,20070724,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,17.99
13748470,4.0,2.0,6,6.0,1,1,1,0,amazon.com,20070724,CAPTAIN'S FURY: BOOK FOUR OF THE CODEX ALERA CONDITION: NEW,1,16.47
13748470,4.0,2.0,6,6.0,1,1,1,0,amazon.com,20070724,HARRY POTTER AND THE DEATHLY HALLOWS (BOOK 7) CONDITION: NEW,1,17.99
13914428,,3.0,5,6.0,3,1,2,0,amazon.com,20070724,THE REAL ACT PREP GUIDE (THE ONLY GUIDE TO INCLUDE 3 REAL ACT TESTS),1,7.75
14046222,3.0,2.0,1,10.0,2,0,1,0,amazon.com,20070724,IT'S ALL ABOUT HIM: FINDING THE LOVE OF MY LIFE CONDITION: NEW,1,16.49
14238899,,3.0,3,7.0,5,1,1,0,amazon.com,20070724,"MEDICAL-SURGICAL NURSING: CRITICAL THINKING FOR COLLABORATIVE CARE, 2-VOLUME SET CONDITION: NEW",1,94.45
14238899,,3.0,3,7.0,5,1,1,0,amazon.com,20070724,PRINCIPLES AND PRACTICE OF PSYCHIATRIC NURSING,1,42.0
14375887,,3.0,4,7.0,6,0,1,0,amazon.com,20070724,CELEBRATION OF DISCIPLINE: THE PATH TO SPIRITUAL GROWTH,1,5.73
14382478,,4.0,4,7.0,7,1,1,0,barnesandnoble.com,20070724,HIGH NOON HARDCOVER,1,18.86
14409884,,1.0,2,4.0,7,1,1,0,amazon.com,20070724,BIRNBAUM'S WALT DISNEY WORLD 2007 (BIRNBAUM'S WALT DISNEY WORLD) CONDITION: NEW,1,11.53
14473360,,3.0,6,6.0,2,1,1,0,amazon.com,20070724,EXPLORING THE NIGHT SKY WITH BINOCULARS CONDITION: NEW,1,9.5
14537893,,3.0,5,10.0,5,1,1,0,amazon.com,20070724,STARBURST: A NOVEL CONDITION: NEW,1,16.47
14541616,,3.0,6,3.0,3,1,1,1,barnesandnoble.com,20070724,HARRY POTTER AND THE DEATHLY HALLOWS (HARRY POTTER #7) HARDCOVER,1,20.99
14551479,,4.0,2,4.0,1,1,2,1,amazon.com,20070724,CONFESSIONS OF A VIDEO VIXEN CONDITION: NEW,1,10.17
14551479,,4.0,2,4.0,1,1,2,1,amazon.com,20070724,THE COLDEST WINTER EVER CONDITION: NEW,1,7.99
14571175,4.0,3.0,4,5.0,7,1,2,0,amazon.com,20070724,"DR. MARY'S MONKEY: HOW THE UNSOLVED MURDER OF A DOCTOR, A SECRET LABORATORY IN NEW ORLEANS AND CANCER-CAUSING MONKEY VIRUSES ARE LINKED TO LEE HARVEY OSWALD, ... ASSASSINATION AND EMERGING GLOBAL EPID CONDITION: NEW",1,13.57
14580605,,4.0,4,4.0,7,1,1,0,amazon.com,20070724,THE STANFORTH SECRETS,1,6.0
14580605,,4.0,4,4.0,7,1,1,0,amazon.com,20070724,"DEADLY GAME (GHOSTWALKERS, BOOK 5)",1,0.58
14580605,,4.0,4,4.0,7,1,1,0,amazon.com,20070724,OUTRAGEOUS,1,0.64
14580605,,4.0,4,4.0,7,1,1,0,amazon.com,20070724,DARK CHAMPION,1,0.01
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,"HEALING TRAUMA: ATTACHMENT, MIND, BODY, AND BRAIN CONDITION: NEW",1,33.88
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,SOCIAL INTELLIGENCE: THE NEW SCIENCE OF HUMAN RELATIONSHIPS CONDITION: NEW,1,18.48
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,HUMANIZING THE NARCISSISTIC STYLE (NORTON PROFESSIONAL BOOKS) CONDITION: USED,1,15.5
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,CHARACTER STYLES CONDITION: NEW,1,27.8
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,EVERYDAY MIND READING: UNDERSTANDING WHAT OTHER PEOPLE THINK AND FEEL CONDITION: NEW,1,19.0
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,AFFECT DYSREGULATION AND DISORDERS OF THE SELF/AFFECT REGULATION AND THE REPAIR OF THE SELF (TWO-VOLUME SET) CONDITION: USED,1,50.88
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,CHARACTEROLOGICAL TRANSFORMATION : THE HARD WORK MIRACLE,1,12.5
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,EMPATHY RECONSIDERED: NEW DIRECTIONS IN PSYCHOTHERAPY,1,4.99
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,"VITAL LIES, SIMPLE TRUTHS",1,11.12
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,THE TRANSFORMING POWER OF AFFECT : A MODEL FOR ACCELERATED CHANGE,1,30.88
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,"REDISCOVERING EMPATHY: AGENCY, FOLK PSYCHOLOGY, AND THE HUMAN SCIENCES (BRADFORD BOOKS)",1,17.0
14591675,,4.0,5,4.0,4,1,1,1,amazon.com,20070724,THE BRIGHTER SIDE OF HUMAN NATURE: ALTRUISM EMPATHY IN EVERYDAY LIFE,1,2.0
14627782,,2.0,5,9.0,5,1,1,0,amazon.com,20070724,TWINSPIRATION: REAL-LIFE ADVICE FROM PREGNANCY THROUGH THE FIRST YEAR (FOR PARENTS OF TWINS AND MULTIPLES) CONDITION: NEW,1,11.53
14627782,,2.0,5,9.0,5,1,1,0,amazon.com,20070724,"OH, BABY, THE PLACES YOU'LL GO! (LIFE FAVORS(TM)) CONDITION: NEW",2,13.98
14627782,,2.0,5,9.0,5,1,1,0,amazon.com,20070724,EVERYTHING YOU NEED TO KNOW TO HAVE A HEALTHY TWIN PREGNANCY CONDITION: NEW,1,11.56
14631710,,3.0,3,7.0,7,1,1,0,amazon.com,20070724,THE 10 THINGS YOU NEED TO KNOW ABOUT ISLAM CONDITION: NEW,2,17.58
14631710,,3.0,3,7.0,7,1,1,0,amazon.com,20070724,"HOW SHOULD WE THEN LIVE? THE RISE AND DECLINE OF WESTERN THOUGHT AND CULTURE BOOKS FRANCIS A. SCHAEFFER,LANE T. DENNIS",1,13.59
14631710,,3.0,3,7.0,7,1,1,0,amazon.com,20070724,"HOW SHOULD WE THEN LIVE? THE RISE AND DECLINE OF WESTERN THOUGHT AND CULTURE BOOKS FRANCIS A. SCHAEFFER,LANE T. DENNIS",1,13.59
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,"MEGAN'S MARK (THE BREEDS, BOOK 1) (BERKLEY SENSATION)",1,2.85
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,INTERLUDE IN DEATH,1,0.67
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,STRANGERS IN DEATH CONDITION: NEW,1,17.13
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,CREATION IN DEATH CONDITION: NEW,1,17.13
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,"TANNER'S SCHEME (THE BREEDS, BOOK 3) CONDITION: NEW",1,7.99
14686928,,4.0,2,8.0,7,0,1,0,amazon.com,20070724,MIDNIGHT IN DEATH (IN DEATH) CONDITION: NEW,1,2.99
14826563,,3.0,2,3.0,3,0,1,0,amazon.com,20070724,WOMEN MAKE THE BEST SALESMEN: ISN'T IT TIME YOU STARTED USING THEIR SECRETS?,1,7.5
14826563,,3.0,2,3.0,3,0,1,0,amazon.com,20070724,THE 7 GREATEST TRUTHS ABOUT SUCCESSFUL WOMEN,1,0.85
15039133,,1.0,1,5.0,6,0,1,0,amazon.com,20070724,ECLIPSE (TWLIGHT) CONDITION: NEW,1,11.39
15088476,,3.0,2,11.0,3,0,1,0,amazon.com,20070724,THE ART OF LEARNING: A JOURNEY IN THE PURSUIT OF EXCELLENCE CONDITION: NEW,1,16.5
15202043,,3.0,3,9.0,7,1,1,0,amazon.com,20070724,HIGH NOON CONDITION: NEW,1,16.17
15202043,,3.0,3,9.0,7,1,1,0,amazon.com,20070724,OBSESSION (ALEX DELAWARE NOVELS) CONDITION: NEW,1,17.79
15202043,,3.0,3,9.0,7,1,1,0,amazon.com,20070724,THE QUICKIE CONDITION: NEW,1,16.79
15250902,,2.0,6,8.0,7,1,1,0,amazon.com,20070724,LIFE BETWEEN THE TIDES: MARINE PLANTS AND ANIMALS OF THE NORTHEAST,1,3.94
15250902,,2.0,6,8.0,7,1,1,0,amazon.com,20070724,ROADSIDE GEOLOGY OF MAINE (ROADSIDE GEOLOGY SERIES) (ROADSIDE GEOLOGY SERIES) CONDITION: NEW,1,7.87
15250902,,2.0,6,8.0,7,1,1,0,amazon.com,20070724,"A FIELD GUIDE TO NORTH ATLANTIC WILDLIFE: MARINE MAMMALS, SEABIRDS, FISH, AND OTHER SEA LIFE",1,10.55
15252973,,4.0,3,5.0,3,1,1,0,amazon.com,20070724,CULTURAL ANTHROPOLOGY: THE HUMAN CHALLENGE WITH INFOTRAC,1,20.0
15252973,,4.0,3,5.0,3,1,1,0,amazon.com,20070724,HUMAN GEOGRAPHY,1,4.98
15252973,,4.0,3,5.0,3,1,1,0,amazon.com,20070724,"REAL WRITING WITH READINGS: PARAGRAPHS AND ESSAYS FOR COLLEGE, WORK, AND EVERYDAY LIFE",1,17.0
15252973,,4.0,3,5.0,3,1,1,0,amazon.com,20070724,"A SURVEY OF MATHEMATICS WITH APPLICATIONS, 7TH EDITION",1,34.98
15273412,2.0,4.0,3,6.0,6,1,1,0,barnesandnoble.com,20070724,THE POWER BROKER: ROBERT MOSES AND THE FALL OF NEW YORK PAPERBACK,1,19.2
15308181,1.0,3.0,2,8.0,1,0,1,0,amazon.com,20070724,CONTEMPORARY NATIVE AMERICAN CULTURAL ISSUES (CONTEMPORARY NATIVE AMERICAN COMMUNITIES) CONDITION: NEW,2,55.9
15308181,1.0,3.0,2,8.0,1,0,1,0,amazon.com,20070724,MENTORING AND DIVERSITY CONDITION: NEW,1,43.95
15308181,1.0,3.0,2,8.0,1,0,1,0,amazon.com,20070724,CULTURAL DIVERSITY IN THE UNITED STATES CONDITION: NEW,1,34.34
15308181,1.0,3.0,2,8.0,1,0,1,0,amazon.com,20070724,MANAGING CULTURAL DIVERSITY IN TECHNICAL PROFESSIONS (MANAGING CULTURAL DIFFERENCES) CONDITION: NEW,1,32.51
15308181,1.0,3.0,2,8.0,1,0,1,0,amazon.com,20070724,GENERATION 1.5 MEETS COLLEGE COMPOSITION: ISSUES IN THE TEACHING OF WRITING TO U.S.-EDUCATED LEARNERS OF ESL CONDITION: NEW,2,66.5
15318418,,1.0,2,6.0,7,1,1,0,amazon.com,20070724,A PERFECT STRANGER CONDITION: NEW,1,7.99
15318418,,1.0,2,6.0,7,1,1,0,amazon.com,20070724,HEARTBEAT CONDITION: NEW,1,4.99
15357130,4.0,1.0,2,7.0,7,0,3,0,amazon.com,20070724,IT'S A GUY THING : AN OWNER'S MANUAL FOR WOMEN,1,3.7
15441163,5.0,1.0,2,7.0,1,1,1,1,amazon.com,20070724,THE LONE RANGER AND TONTO FISTFIGHT IN HEAVEN,1,0.99
